OrderID,OrderDate,ProductID,CustomerID,Region,Channel,Quantity,Revenue
O410,2023-11-27,P015,C265,Pernambuco,Loja Física,6,2485.62
O411,2024-05-19,P031,C455,Mato Grosso do Sul,Online,9,4421.97
O412,2024-09-01,P029,C085,Alagoas,Online,9,3253.04
O413,2023-03-13,P014,C077,Roraima,Online,6,3049.9
O414,2024-07-07,P053,C061,Minas Gerais,Online,7,4074.75
O415,2024-05-27,P047,C059,Sergipe,Loja Física,8,1132.45
O416,2023-11-25,P011,C332,Santa Catarina,Loja Física,1,1293.98
O417,2023-11-09,P009,C294,Mato Grosso,Online,3,3184.75
O418,2024-03-17,P003,C457,Mato Grosso,Online,1,915.07
O419,2022-11-30,P060,C093,Distrito Federal,Loja Física,10,4849.29
O420,2024-10-29,P041,C010,São Paulo,Loja Física,2,1161.31
O421,2023-01-26,P039,C242,Sergipe,Online,4,4168.78
O422,2022-12-10,P039,C074,Rio Grande do Sul,Online,10,3332.28
O423,2023-06-12,P017,C086,São Paulo,Loja Física,8,3023.01
O424,2023-05-12,P005,C118,Pernambuco,Loja Física,3,631.99
O425,2024-09-04,P013,C268,Distrito Federal,Loja Física,3,3067.0
O426,2023-03-22,P012,C244,Mato Grosso do Sul,Online,9,2566.31
O427,2024-01-26,P008,C048,Sergipe,Online,10,2742.5
O428,2024-11-25,P001,C460,Paraná,Loja Física,9,2161.35
O429,2024-06-12,P056,C023,Rio de Janeiro,Loja Física,4,4698.27
O430,2024-03-12,P031,C405,Paraná,Loja Física,6,2986.34
O431,2024-01-09,P048,C465,Paraná,Online,7,756.03
O432,2023-10-20,P031,C393,Alagoas,Online,5,3031.63
O433,2023-02-20,P035,C210,Bahia,Online,1,3574.83
O434,2024-07-20,P051,C004,Mato Grosso,Online,9,135.25
O435,2023-07-07,P042,C106,Rio de Janeiro,Loja Física,7,1875.12
O436,2023-05-29,P010,C219,Espírito Santo,Loja Física,5,4289.39
O437,2023-07-17,P028,C290,Paraíba,Loja Física,7,3799.36
O438,2023-02-28,P027,C283,Rio Grande do Sul,Loja Física,3,1914.04
O439,2023-01-02,P036,C248,Bahia,Loja Física,10,1787.35
O440,2023-05-30,P046,C204,São Paulo,Online,2,3764.29
O441,2023-10-18,P029,C401,Rio de Janeiro,Online,2,1150.84
O442,2024-04-05,P026,C403,Maranhão,Online,3,2006.61
O443,2024-08-03,P041,C003,Rio Grande do Sul,Online,3,2411.18
O444,2024-03-23,P039,C223,Amazonas,Online,5,1186.67
O445,2023-11-16,P006,C312,Amapá,Loja Física,7,3108.43
O446,2023-01-13,P034,C147,Rio de Janeiro,Online,3,3237.43
O447,2023-02-20,P029,C006,Tocantins,Loja Física,4,264.69
O448,2024-09-05,P039,C262,Distrito Federal,Online,10,930.47
O449,2024-10-29,P003,C185,Alagoas,Online,3,525.53
O450,2023-12-19,P018,C400,Pernambuco,Loja Física,7,2086.71
O451,2024-03-03,P013,C266,Acre,Online,2,2793.0
O452,2024-01-16,P047,C425,Goiás,Loja Física,6,4820.11
O453,2022-12-08,P018,C116,Mato Grosso do Sul,Online,8,4655.6
O454,2024-03-30,P037,C003,Bahia,Online,7,2580.57
O455,2023-12-31,P036,C038,Distrito Federal,Loja Física,6,4740.38
O456,2024-02-15,P052,C263,Bahia,Loja Física,8,4833.67
O457,2023-06-01,P037,C248,Paraná,Online,6,4810.07
O458,2024-06-06,P030,C349,Rio Grande do Norte,Online,8,669.71
O459,2023-03-17,P005,C196,Espírito Santo,Online,4,4020.79
O460,2023-07-10,P027,C490,Paraíba,Online,5,1316.46
O461,2023-10-25,P006,C205,Minas Gerais,Loja Física,2,2817.3
O462,2022-11-27,P012,C244,Maranhão,Loja Física,4,4482.15
O463,2024-03-17,P018,C094,São Paulo,Online,8,3711.85
O464,2023-08-27,P016,C377,Alagoas,Loja Física,4,1223.12
O465,2023-05-31,P054,C128,Santa Catarina,Loja Física,3,3916.8
O466,2024-02-12,P008,C472,Amazonas,Loja Física,10,132.46
O467,2023-10-15,P055,C278,Amapá,Loja Física,6,3141.27
O468,2023-04-20,P032,C460,Mato Grosso,Loja Física,8,996.07
O469,2024-04-25,P049,C469,Distrito Federal,Loja Física,7,1188.25
O470,2024-04-28,P037,C066,Amapá,Loja Física,8,4704.31
O471,2023-01-31,P003,C258,Paraíba,Loja Física,3,2340.26
O472,2024-01-06,P008,C358,Distrito Federal,Loja Física,6,3477.13
O473,2023-09-02,P001,C346,Tocantins,Loja Física,10,593.66
O474,2023-01-17,P024,C314,Bahia,Online,9,1387.96
O475,2024-01-08,P018,C242,Mato Grosso do Sul,Loja Física,6,1001.18
O476,2024-01-22,P028,C108,Piauí,Loja Física,6,4286.2
O477,2023-12-25,P018,C231,Roraima,Online,10,3461.46
O478,2024-07-28,P053,C052,São Paulo,Loja Física,4,2821.17
O479,2023-12-25,P055,C196,Tocantins,Online,3,2417.64
O480,2024-01-30,P001,C091,Piauí,Loja Física,3,4978.25
O481,2022-12-11,P055,C323,Distrito Federal,Loja Física,8,1570.17
O482,2023-09-25,P036,C440,Mato Grosso,Online,7,584.98
O483,2024-10-04,P011,C031,Tocantins,Loja Física,8,4210.96
O484,2023-11-26,P007,C231,São Paulo,Loja Física,5,1868.71
O485,2022-12-29,P036,C286,Rio Grande do Sul,Loja Física,6,197.19
O486,2024-04-02,P008,C180,Minas Gerais,Online,10,2921.88
O487,2023-09-22,P042,C276,Roraima,Loja Física,6,1692.94
O488,2023-09-11,P033,C250,Paraná,Loja Física,2,1967.25
O489,2023-06-11,P019,C238,Espírito Santo,Online,3,3238.85
O490,2024-06-28,P060,C173,Piauí,Loja Física,2,487.65
O491,2022-12-08,P022,C117,Maranhão,Loja Física,5,3581.12
O492,2023-08-30,P039,C331,Pernambuco,Loja Física,8,3926.77
O493,2024-07-30,P024,C383,Mato Grosso,Loja Física,7,919.86
O494,2023-01-17,P055,C012,Rondônia,Online,5,4708.14
O495,2023-08-20,P045,C384,Amazonas,Online,3,2045.52
O496,2023-06-01,P007,C033,Sergipe,Online,1,3877.58
O497,2024-06-17,P034,C392,Amazonas,Online,5,3128.7
O498,2024-04-19,P006,C336,Pernambuco,Loja Física,4,1312.24
O499,2024-03-27,P019,C227,Espírito Santo,Online,3,2681.04
O500,2023-02-14,P011,C015,Amapá,Loja Física,6,4334.78
O501,2024-07-17,P030,C446,Goiás,Loja Física,9,2279.74
O502,2024-02-20,P045,C277,Roraima,Loja Física,10,2231.39
O503,2024-06-19,P041,C328,Goiás,Loja Física,6,2460.09
O504,2024-07-05,P015,C413,Amazonas,Loja Física,5,1892.34
O505,2023-08-11,P017,C080,Ceará,Online,1,2664.25
O506,2023-03-09,P049,C435,Rondônia,Loja Física,5,2399.07
O507,2022-12-30,P001,C353,Sergipe,Loja Física,5,144.75
O508,2023-08-26,P028,C409,Ceará,Online,1,2786.24
O509,2024-01-24,P013,C211,Goiás,Loja Física,7,1324.49
O510,2023-08-15,P046,C378,Espírito Santo,Loja Física,7,1180.9
O511,2024-08-18,P006,C217,Espírito Santo,Online,9,3846.24
O512,2024-04-08,P059,C314,Rio Grande do Sul,Loja Física,5,3277.44
O513,2023-04-10,P035,C415,Bahia,Loja Física,4,4282.06
O514,2024-08-31,P012,C070,Ceará,Online,8,3126.87
O515,2024-07-23,P018,C359,Mato Grosso do Sul,Loja Física,4,1671.15
O516,2024-05-10,P010,C026,Goiás,Online,3,4864.43
O517,2023-11-21,P019,C138,Rondônia,Loja Física,1,1240.77
O518,2024-05-19,P010,C008,Sergipe,Online,6,2159.19
O519,2023-12-02,P051,C410,Sergipe,Loja Física,8,3514.98
O520,2024-03-30,P003,C170,Amazonas,Online,1,1405.87
O521,2023-04-16,P026,C037,Goiás,Loja Física,3,1041.74
O522,2024-08-17,P054,C129,Santa Catarina,Loja Física,1,697.61
O523,2023-03-10,P050,C366,Alagoas,Loja Física,8,1311.09
O524,2023-01-14,P003,C102,Rio Grande do Norte,Online,9,3363.44
O525,2024-06-04,P014,C243,Pernambuco,Loja Física,6,877.2
O526,2024-07-20,P047,C022,São Paulo,Online,5,2458.03
O527,2023-11-16,P020,C102,Paraíba,Online,4,4869.04
O528,2022-12-24,P016,C325,Piauí,Loja Física,1,920.07
O529,2023-07-11,P018,C300,Pará,Loja Física,4,143.76
O530,2023-05-01,P003,C298,Rio Grande do Sul,Loja Física,10,859.46
O531,2022-12-30,P050,C046,Alagoas,Online,8,547.87
O532,2024-08-01,P040,C174,Paraná,Online,1,1842.04
O533,2023-04-29,P010,C360,Goiás,Online,3,2490.43
O534,2024-10-14,P021,C286,Rio Grande do Sul,Loja Física,8,3692.63
O535,2022-12-28,P002,C353,Pernambuco,Loja Física,3,1328.41
O536,2023-07-29,P003,C249,Rio de Janeiro,Loja Física,9,1544.1
O537,2024-11-19,P045,C251,Tocantins,Online,9,1803.56
O538,2023-07-24,P047,C240,Bahia,Online,2,2702.57
O539,2023-12-31,P029,C152,Santa Catarina,Loja Física,9,1898.85
O540,2023-10-01,P001,C398,Espírito Santo,Loja Física,3,4426.37
O541,2024-08-20,P040,C439,Paraíba,Online,6,3632.92
O542,2024-01-21,P043,C496,Goiás,Loja Física,4,2667.94
O543,2023-11-28,P032,C393,Goiás,Online,10,1487.33
O544,2023-06-10,P027,C329,Maranhão,Online,2,2663.68
O545,2022-12-24,P005,C023,Santa Catarina,Online,3,4380.11
O546,2024-07-03,P013,C055,Sergipe,Online,2,255.9
O547,2024-04-11,P042,C429,Pernambuco,Loja Física,9,3157.46
O548,2023-04-23,P038,C132,Amapá,Loja Física,4,3069.17
O549,2023-07-06,P005,C007,Tocantins,Loja Física,2,2393.49
O550,2023-08-30,P041,C032,Paraíba,Loja Física,6,3991.82
O551,2024-09-25,P004,C422,Mato Grosso do Sul,Loja Física,9,299.2
O552,2024-07-24,P005,C428,Ceará,Online,4,4806.88
O553,2023-01-02,P007,C052,São Paulo,Online,9,1988.12
O554,2024-09-28,P013,C270,Minas Gerais,Online,10,3164.09
O555,2024-04-18,P012,C286,São Paulo,Loja Física,2,3854.79
O556,2023-08-10,P037,C184,Minas Gerais,Loja Física,7,4425.84
O557,2023-06-26,P011,C406,Roraima,Loja Física,9,1753.81
O558,2023-03-02,P011,C274,Mato Grosso do Sul,Loja Física,6,4522.18
O559,2024-08-07,P036,C167,Paraíba,Loja Física,7,4148.16
O560,2023-09-07,P021,C312,Alagoas,Online,7,3851.97
O561,2023-10-31,P060,C382,Bahia,Loja Física,8,2292.75
O562,2024-10-16,P026,C001,São Paulo,Online,5,3019.24
O563,2023-10-02,P034,C070,Ceará,Online,5,4923.53
O564,2024-06-25,P014,C439,Maranhão,Online,5,4603.65
O565,2023-11-02,P033,C285,Mato Grosso,Online,2,284.91
O566,2024-10-20,P023,C080,Rondônia,Loja Física,6,4459.16
O567,2023-09-22,P016,C120,Bahia,Loja Física,2,2895.39
O568,2023-08-16,P037,C470,Tocantins,Online,6,3985.23
O569,2023-04-20,P012,C250,Santa Catarina,Online,10,3247.05
O570,2023-12-16,P003,C375,Rio Grande do Sul,Loja Física,2,3922.6
O571,2024-05-16,P059,C395,Maranhão,Loja Física,7,2140.96
O572,2023-12-17,P056,C062,Paraná,Online,10,4650.4
O573,2023-09-07,P041,C399,Espírito Santo,Loja Física,1,1593.44
O574,2024-11-12,P003,C164,Goiás,Online,6,2561.77
O575,2024-08-06,P015,C079,Amapá,Loja Física,8,3788.92
O576,2024-01-03,P037,C259,Amazonas,Online,7,1519.94
O577,2023-06-21,P026,C076,Rondônia,Loja Física,2,2431.69
O578,2024-08-09,P048,C026,Goiás,Loja Física,5,516.89
O579,2023-01-29,P033,C223,Paraná,Online,3,2456.52
O580,2024-06-12,P013,C250,Pernambuco,Online,9,3118.38
O581,2023-10-21,P048,C269,Alagoas,Online,2,1404.66
O582,2023-01-26,P028,C166,Minas Gerais,Online,2,3391.56
O583,2023-10-26,P028,C188,Paraíba,Online,6,1788.17
O584,2024-03-07,P042,C013,Paraná,Loja Física,3,4939.49
O585,2024-08-25,P040,C421,Rio Grande do Sul,Loja Física,10,814.51
O586,2023-04-15,P003,C474,Santa Catarina,Online,4,3458.26
O587,2024-01-23,P010,C388,São Paulo,Online,2,3723.95
O588,2023-07-12,P016,C486,Mato Grosso do Sul,Online,5,167.29
O589,2023-08-02,P045,C412,Pará,Loja Física,8,2408.83
O590,2023-02-13,P022,C108,São Paulo,Online,4,2777.48
O591,2023-01-27,P049,C133,Goiás,Loja Física,10,3676.63
O592,2023-08-07,P010,C356,Rio de Janeiro,Online,7,2956.72
O593,2024-04-22,P043,C270,Amapá,Loja Física,3,394.54
O594,2023-07-13,P013,C405,Rio de Janeiro,Loja Física,1,2378.31
O595,2023-07-22,P001,C035,Pernambuco,Loja Física,6,4334.98
O596,2023-11-07,P002,C150,Espírito Santo,Loja Física,4,4900.98
O597,2024-03-08,P033,C364,Pará,Loja Física,8,4347.19
O598,2024-06-05,P035,C046,Roraima,Online,9,4837.28
O599,2023-10-22,P036,C475,Rio de Janeiro,Online,1,1312.22
O600,2023-04-04,P034,C157,Maranhão,Loja Física,7,3747.51
O601,2024-05-14,P002,C178,Minas Gerais,Loja Física,6,3163.63
O602,2023-11-05,P016,C257,Bahia,Online,5,4405.52
O603,2023-08-26,P057,C418,Acre,Loja Física,4,843.37
O604,2023-11-08,P058,C202,Minas Gerais,Online,2,3676.46
O605,2022-12-28,P034,C492,Minas Gerais,Online,7,1277.77
O606,2024-06-12,P010,C219,Ceará,Loja Física,8,2756.95
O607,2024-10-01,P014,C335,Rondônia,Online,3,1614.09
O608,2024-11-03,P046,C461,Distrito Federal,Online,7,4978.86
O609,2023-08-26,P050,C075,Espírito Santo,Online,6,432.29
O610,2024-03-17,P035,C486,São Paulo,Online,3,1656.23
O611,2023-10-29,P057,C075,São Paulo,Online,6,4412.65
O612,2023-06-27,P027,C493,Piauí,Loja Física,8,3753.49
O613,2024-04-05,P053,C458,Espírito Santo,Loja Física,3,3917.63
O614,2024-08-01,P007,C068,Roraima,Online,10,3123.04
O615,2023-01-09,P039,C291,Mato Grosso do Sul,Online,10,1237.69
O616,2023-01-23,P044,C014,Paraíba,Online,8,757.02
O617,2024-04-30,P055,C310,Sergipe,Loja Física,3,4275.43
O618,2024-04-04,P032,C243,Rondônia,Online,4,1208.74
O619,2023-10-07,P027,C392,Acre,Loja Física,7,1190.52
O620,2023-09-04,P043,C104,Paraná,Online,2,967.68
O621,2023-12-29,P029,C444,Mato Grosso do Sul,Loja Física,6,4347.2
O622,2024-08-09,P057,C127,Piauí,Loja Física,1,3078.86
O623,2024-06-30,P053,C195,São Paulo,Loja Física,7,3096.37
O624,2024-05-06,P048,C293,Mato Grosso do Sul,Online,9,635.65
O625,2023-03-30,P030,C424,Amapá,Online,9,2735.56
O626,2022-12-20,P048,C021,Goiás,Loja Física,9,3849.28
O627,2023-03-16,P004,C098,Ceará,Loja Física,7,4433.55
O628,2024-09-15,P050,C424,Ceará,Loja Física,3,2170.06
O629,2024-03-11,P040,C471,Amapá,Online,8,4166.48
O630,2024-05-05,P029,C047,São Paulo,Online,3,3915.78
O631,2024-07-24,P058,C357,Goiás,Online,7,2126.44
O632,2023-11-01,P029,C013,Roraima,Loja Física,10,4493.43
O633,2022-12-23,P058,C104,Rio Grande do Norte,Online,5,1687.97
O634,2023-03-04,P042,C465,Rio de Janeiro,Online,2,546.84
O635,2023-01-17,P046,C231,Espírito Santo,Loja Física,2,2666.7
O636,2023-05-28,P025,C373,Rio Grande do Sul,Online,7,2796.69
O637,2024-07-22,P003,C394,Roraima,Loja Física,10,4369.4
O638,2024-04-10,P056,C077,Roraima,Online,3,3868.87
O639,2023-09-06,P004,C215,Ceará,Loja Física,8,1515.02
O640,2023-09-03,P012,C061,Rondônia,Online,1,3150.55
O641,2023-09-19,P017,C007,Rio Grande do Norte,Loja Física,8,2763.16
O642,2024-02-09,P001,C312,Sergipe,Online,4,2985.43
O643,2022-12-21,P031,C233,Piauí,Loja Física,2,3045.96
O644,2024-03-09,P001,C126,Goiás,Loja Física,10,3180.31
O645,2023-03-25,P053,C423,Tocantins,Online,3,826.46
O646,2024-05-06,P042,C179,Amapá,Online,1,3368.28
O647,2023-11-10,P054,C309,Ceará,Loja Física,2,340.25
O648,2023-09-10,P027,C092,Roraima,Loja Física,10,3338.53
O649,2023-09-10,P045,C305,Mato Grosso,Online,8,3771.74
O650,2023-11-05,P024,C477,Amapá,Online,5,1681.83
O651,2024-07-10,P058,C195,Santa Catarina,Online,7,4232.22
O652,2023-01-24,P005,C150,Sergipe,Online,2,3503.64
O653,2024-02-14,P018,C169,Distrito Federal,Loja Física,9,1128.24
O654,2023-03-12,P014,C314,Amapá,Online,10,3675.67
O655,2024-01-11,P041,C271,Amazonas,Loja Física,10,4676.07
O656,2023-09-07,P046,C148,Piauí,Loja Física,5,2674.42
O657,2023-10-01,P040,C182,Rondônia,Loja Física,9,3673.01
O658,2023-07-28,P032,C253,Rio Grande do Sul,Online,10,1240.34
O659,2024-04-13,P019,C100,Acre,Online,1,2377.94
O660,2023-06-30,P051,C061,São Paulo,Online,10,4995.04
O661,2023-06-07,P027,C024,Maranhão,Loja Física,9,4049.61
O662,2023-02-22,P014,C006,Espírito Santo,Online,5,1346.65
O663,2022-12-16,P005,C158,Ceará,Loja Física,1,657.8
O664,2024-06-19,P022,C175,Pernambuco,Online,3,1050.68
O665,2023-04-19,P054,C174,Minas Gerais,Loja Física,8,4006.55
O666,2023-12-18,P042,C070,Sergipe,Online,8,4471.09
O667,2024-01-02,P035,C459,Maranhão,Loja Física,7,4646.17
O668,2023-09-22,P004,C428,Distrito Federal,Loja Física,10,3652.32
O669,2024-11-04,P021,C285,Goiás,Online,4,2929.25
O670,2024-02-05,P022,C410,Rio Grande do Sul,Loja Física,2,4851.11
O671,2023-02-25,P018,C431,Acre,Loja Física,7,3169.9
O672,2023-06-17,P054,C085,Mato Grosso,Loja Física,3,3016.44
O673,2024-07-19,P056,C401,Paraná,Loja Física,6,3578.22
O674,2023-06-16,P018,C212,Amazonas,Loja Física,4,1920.76
O675,2024-05-25,P054,C487,Ceará,Online,9,1581.36
O676,2023-11-07,P008,C192,Rio Grande do Sul,Online,4,4575.43
O677,2023-05-11,P029,C260,Acre,Loja Física,9,854.98
O678,2024-03-15,P022,C473,Sergipe,Loja Física,6,802.15
O679,2023-07-05,P056,C051,Santa Catarina,Online,4,3650.4
O680,2024-05-18,P030,C199,Rio de Janeiro,Online,1,1623.81
O681,2024-11-06,P003,C352,Mato Grosso do Sul,Online,6,2387.69
O682,2023-12-12,P003,C053,Distrito Federal,Loja Física,1,2930.04
O683,2023-04-30,P020,C328,Tocantins,Loja Física,4,1043.47
O684,2023-03-01,P018,C273,Maranhão,Loja Física,2,1436.01
O685,2023-03-11,P011,C141,Pará,Online,10,2842.17
O686,2024-09-18,P007,C106,Goiás,Loja Física,9,1660.58
O687,2023-01-22,P010,C483,Rio de Janeiro,Loja Física,10,1299.64
O688,2023-11-12,P005,C160,Mato Grosso do Sul,Loja Física,9,2273.87
O689,2023-04-09,P009,C015,Sergipe,Online,2,1979.64
O690,2024-10-24,P006,C219,Pernambuco,Online,10,4467.25
O691,2024-06-02,P041,C429,Rio de Janeiro,Loja Física,10,1842.56
O692,2023-11-06,P022,C419,Tocantins,Online,8,2882.17
O693,2023-02-02,P006,C417,Rio Grande do Sul,Loja Física,2,2332.36
O694,2024-08-16,P044,C330,Rio de Janeiro,Loja Física,8,1235.3
O695,2024-05-08,P015,C074,Mato Grosso do Sul,Loja Física,6,2021.18
O696,2024-09-12,P045,C470,Minas Gerais,Loja Física,6,2321.09
O697,2023-08-01,P002,C034,Sergipe,Online,6,2445.4
O698,2024-04-27,P055,C088,Ceará,Loja Física,10,2915.92
O699,2023-08-22,P033,C053,Pernambuco,Online,6,2825.13
O700,2024-05-30,P005,C406,Ceará,Loja Física,7,2993.63
O701,2023-01-15,P016,C318,Alagoas,Online,8,1980.7
O702,2024-01-27,P022,C107,Santa Catarina,Loja Física,7,2879.33
O703,2024-01-21,P022,C279,Rio de Janeiro,Online,3,3346.8
O704,2023-07-09,P005,C379,Rio de Janeiro,Loja Física,2,3001.6
O705,2024-10-18,P030,C167,Goiás,Online,8,963.25
O706,2023-07-16,P026,C036,Mato Grosso do Sul,Online,10,3879.58
O707,2024-09-17,P025,C168,Sergipe,Online,2,1166.3
O708,2023-03-28,P009,C455,Mato Grosso,Online,3,3338.32
O709,2024-05-31,P029,C273,Ceará,Loja Física,10,2931.86
O710,2024-05-30,P013,C106,Minas Gerais,Loja Física,5,2894.35
O711,2024-11-15,P059,C348,Ceará,Loja Física,6,4952.42
O712,2024-05-22,P038,C005,Mato Grosso do Sul,Loja Física,3,4277.28
O713,2024-04-04,P004,C190,Goiás,Online,1,3546.44
O714,2023-04-10,P053,C184,Pará,Loja Física,1,1252.68
O715,2024-08-03,P045,C303,Pernambuco,Loja Física,7,2089.56
O716,2023-09-02,P028,C280,Tocantins,Online,8,781.44
O717,2023-12-26,P036,C197,Santa Catarina,Loja Física,7,855.91
O718,2023-05-19,P056,C344,Rondônia,Online,1,451.56
O719,2023-02-28,P002,C074,São Paulo,Loja Física,7,4877.38
O720,2023-05-01,P009,C044,Rondônia,Loja Física,8,4478.55
O721,2024-08-02,P045,C310,Piauí,Online,8,2596.13
O722,2023-03-13,P036,C420,Rio Grande do Norte,Loja Física,6,1206.13
O723,2023-05-28,P028,C310,Acre,Loja Física,4,3589.44
O724,2024-07-31,P018,C211,Goiás,Loja Física,1,4893.34
O725,2023-12-14,P037,C248,Rio de Janeiro,Loja Física,2,2943.32
O726,2022-12-16,P045,C041,Rondônia,Loja Física,8,2633.05
O727,2023-09-02,P034,C456,Mato Grosso do Sul,Online,4,2415.01
O728,2024-01-30,P048,C340,Minas Gerais,Online,9,4010.68
O729,2024-02-13,P020,C314,Amapá,Loja Física,9,3914.78
O730,2023-09-08,P031,C233,Distrito Federal,Loja Física,10,3695.69
O731,2023-11-24,P027,C181,Rio Grande do Sul,Loja Física,5,920.79
O732,2024-08-11,P045,C473,Mato Grosso do Sul,Loja Física,10,1376.17
O733,2024-01-28,P041,C243,Mato Grosso,Online,10,352.94
O734,2023-03-06,P019,C415,São Paulo,Online,5,2475.32
O735,2024-03-15,P009,C259,Amazonas,Loja Física,5,749.44
O736,2024-10-12,P018,C141,Bahia,Online,2,3058.73
O737,2023-01-31,P059,C303,São Paulo,Online,8,1911.86
O738,2023-01-16,P012,C134,Rio Grande do Sul,Online,8,985.97
O739,2023-07-24,P034,C442,Amapá,Loja Física,2,4839.99
O740,2023-10-01,P039,C479,Santa Catarina,Online,8,3788.53
O741,2024-06-04,P027,C395,Pernambuco,Online,8,3657.4
O742,2024-06-06,P011,C108,Mato Grosso,Loja Física,1,3247.08
O743,2023-12-02,P049,C420,Pará,Online,3,2373.67
O744,2024-01-08,P031,C155,Sergipe,Online,7,3449.2
O745,2023-10-11,P025,C243,Bahia,Online,9,4364.36
O746,2024-07-15,P001,C148,Rio Grande do Sul,Loja Física,7,3424.62
O747,2023-10-10,P034,C350,Amapá,Online,9,3223.38
O748,2024-08-26,P055,C222,Mato Grosso do Sul,Loja Física,6,1424.6
O749,2024-02-15,P052,C051,Bahia,Loja Física,8,3888.44
O750,2023-01-22,P048,C124,São Paulo,Online,9,1753.29
O751,2023-03-03,P045,C093,Maranhão,Online,1,4175.28
O752,2023-07-30,P001,C211,Pará,Online,8,1822.43
O753,2024-04-07,P047,C146,Bahia,Online,1,216.13
O754,2023-01-22,P006,C030,Mato Grosso do Sul,Online,10,3226.61
O755,2023-11-10,P046,C491,Pará,Online,10,736.55
O756,2023-11-22,P043,C392,Espírito Santo,Online,2,3508.7
O757,2024-05-07,P017,C151,Rio Grande do Norte,Online,8,4621.21
O758,2024-01-01,P018,C394,Piauí,Loja Física,5,893.63
O759,2023-08-20,P005,C142,Paraná,Online,7,2004.09
O760,2023-03-05,P004,C133,Santa Catarina,Loja Física,3,2258.82
O761,2024-10-07,P032,C476,Tocantins,Loja Física,3,3262.87
O762,2024-08-30,P007,C074,Goiás,Loja Física,4,3108.43
O763,2024-07-24,P007,C468,Rio Grande do Norte,Loja Física,2,270.82
O764,2024-01-28,P005,C293,São Paulo,Loja Física,8,191.95
O765,2024-04-05,P032,C077,Espírito Santo,Online,1,3356.57
O766,2024-02-25,P018,C078,Rio de Janeiro,Loja Física,7,2915.74
O767,2023-04-16,P033,C363,Paraná,Loja Física,8,2236.68
O768,2024-07-14,P055,C373,Paraná,Online,9,1206.65
O769,2023-03-06,P025,C489,Rio de Janeiro,Loja Física,2,2879.5
O770,2023-10-28,P060,C184,Maranhão,Loja Física,7,370.45
O771,2023-12-21,P042,C047,Paraíba,Loja Física,2,4221.79
O772,2024-11-02,P049,C393,Ceará,Online,3,2816.93
O773,2024-09-30,P025,C339,Tocantins,Loja Física,7,4492.66
O774,2023-01-08,P041,C353,Paraíba,Loja Física,2,4437.55
O775,2024-09-01,P029,C377,Tocantins,Online,1,1046.15
O776,2023-03-02,P047,C304,Alagoas,Loja Física,7,408.66
O777,2024-01-02,P035,C330,Ceará,Loja Física,9,4828.27
O778,2023-03-24,P052,C231,Acre,Online,6,374.67
O779,2023-07-20,P051,C370,Amapá,Loja Física,2,1137.22
O780,2023-04-02,P042,C342,Distrito Federal,Loja Física,9,829.87
O781,2023-03-31,P038,C120,Amazonas,Online,3,2495.58
O782,2023-08-03,P002,C242,Mato Grosso do Sul,Online,4,3536.35
O783,2024-11-21,P009,C008,Roraima,Online,5,4121.62
O784,2024-05-29,P007,C234,Mato Grosso do Sul,Online,10,413.39
O785,2023-05-20,P053,C055,Pará,Loja Física,10,4015.96
O786,2023-08-21,P015,C033,Rio Grande do Sul,Online,7,1752.98
O787,2024-11-25,P054,C378,Minas Gerais,Loja Física,6,691.93
O788,2024-01-03,P044,C295,Goiás,Online,6,4198.49
O789,2024-10-21,P051,C110,Paraná,Online,10,949.89
O790,2023-07-04,P005,C062,Bahia,Online,7,923.45
O791,2024-09-13,P024,C284,Roraima,Loja Física,4,4635.81
O792,2023-01-26,P003,C069,Pará,Loja Física,3,176.59
O793,2023-06-08,P032,C042,Acre,Online,3,4638.07
O794,2023-04-27,P046,C334,Mato Grosso,Loja Física,7,3498.17
O795,2024-04-02,P051,C396,Sergipe,Online,4,801.13
O796,2024-01-27,P018,C268,Rio Grande do Norte,Loja Física,4,4696.64
O797,2023-06-27,P040,C355,Amapá,Online,8,3099.04
O798,2023-03-03,P006,C322,Santa Catarina,Loja Física,6,2152.05
O799,2024-03-25,P036,C121,Tocantins,Online,9,4886.28
O800,2023-07-19,P040,C186,Paraná,Online,8,3874.62
O801,2024-03-17,P043,C107,Bahia,Online,4,652.13
O802,2024-01-14,P010,C351,Sergipe,Loja Física,3,882.82
O803,2023-02-06,P060,C023,Amapá,Loja Física,5,1126.99
O804,2023-12-21,P017,C172,Mato Grosso do Sul,Loja Física,1,611.66
O805,2024-04-06,P004,C474,Goiás,Online,3,3948.91
O806,2023-04-05,P032,C264,Pará,Online,4,3634.88
O807,2024-02-28,P038,C297,Maranhão,Loja Física,4,3760.73
O808,2024-02-20,P058,C167,Alagoas,Online,6,1216.13
O809,2023-03-25,P016,C378,Piauí,Online,7,4467.69
O810,2023-04-07,P005,C242,Mato Grosso,Loja Física,1,4463.4
O811,2024-04-20,P010,C111,Mato Grosso do Sul,Loja Física,3,1997.92
O812,2024-03-25,P009,C235,São Paulo,Online,6,4880.22
O813,2024-06-07,P013,C172,Rondônia,Online,10,392.29
O814,2024-10-26,P009,C057,Rio Grande do Norte,Loja Física,7,938.89
O815,2024-03-10,P022,C113,Ceará,Online,10,4537.33
O816,2023-08-15,P037,C497,Goiás,Online,2,2117.31
