Data,Dia,Mes,Trimestre,Ano
2023-11-26,segunda-feira,setembro,4,2023
2023-11-27,quinta-feira,novembro,4,2023
2023-11-28,segunda-feira,outubro,4,2023
2023-12-01,sábado,dezembro,4,2023
2023-12-02,quarta-feira,fevereiro,4,2023
2023-12-03,terça-feira,dezembro,4,2023
2023-12-04,sábado,agosto,4,2023
2023-12-05,terça-feira,abril,4,2023
2023-12-06,domingo,novembro,4,2023
2023-12-07,sexta-feira,agosto,4,2023
2023-12-08,domingo,junho,4,2023
2023-12-09,terça-feira,janeiro,4,2023
2023-12-10,sexta-feira,março,4,2023
2023-12-11,terça-feira,fevereiro,4,2023
2023-12-12,quarta-feira,agosto,4,2023
2023-12-13,quarta-feira,novembro,4,2023
2023-12-14,sexta-feira,novembro,4,2023
2023-12-15,sexta-feira,outubro,4,2023
2023-12-16,segunda-feira,julho,4,2023
2023-12-17,quinta-feira,agosto,4,2023
2023-12-18,terça-feira,março,4,2023
2023-12-19,sexta-feira,fevereiro,4,2023
2023-12-20,segunda-feira,abril,4,2023
2023-12-21,sábado,dezembro,4,2023
2023-12-22,terça-feira,janeiro,4,2023
2023-12-23,sexta-feira,julho,4,2023
2023-12-24,domingo,outubro,4,2023
2023-12-25,segunda-feira,agosto,4,2023
2023-12-26,sexta-feira,setembro,4,2023
2023-12-27,terça-feira,setembro,4,2023
2023-12-28,segunda-feira,setembro,4,2023
2024-01-01,sexta-feira,dezembro,1,2024
2024-01-02,terça-feira,outubro,1,2024
2024-01-03,domingo,novembro,1,2024
2024-01-04,quinta-feira,fevereiro,1,2024
2024-01-05,terça-feira,fevereiro,1,2024
2024-01-06,sábado,outubro,1,2024
2024-01-07,segunda-feira,julho,1,2024
2024-01-08,sábado,novembro,1,2024
2024-01-09,terça-feira,outubro,1,2024
2024-01-10,sábado,maio,1,2024
2024-01-11,domingo,dezembro,1,2024
2024-01-12,segunda-feira,agosto,1,2024
2024-01-13,segunda-feira,maio,1,2024
2024-01-14,domingo,novembro,1,2024
2024-01-15,sábado,dezembro,1,2024
2024-01-16,domingo,dezembro,1,2024
2024-01-17,terça-feira,fevereiro,1,2024
2024-01-18,quinta-feira,agosto,1,2024
2024-01-19,sexta-feira,fevereiro,1,2024
2024-01-20,sexta-feira,outubro,1,2024
2024-01-21,quinta-feira,outubro,1,2024
2024-01-22,sábado,agosto,1,2024
2024-01-23,domingo,setembro,1,2024
2024-01-24,quarta-feira,março,1,2024
2024-01-25,domingo,setembro,1,2024
2024-01-26,quinta-feira,março,1,2024
2024-01-27,terça-feira,novembro,1,2024
2024-01-28,sexta-feira,junho,1,2024
2024-02-01,segunda-feira,agosto,1,2024
2024-02-02,quarta-feira,novembro,1,2024
2024-02-03,domingo,maio,1,2024
2024-02-04,quarta-feira,setembro,1,2024
2024-02-05,terça-feira,fevereiro,1,2024
2024-02-06,terça-feira,agosto,1,2024
2024-02-07,quarta-feira,agosto,1,2024
2024-02-08,sexta-feira,outubro,1,2024
2024-02-09,segunda-feira,maio,1,2024
2024-02-10,sábado,junho,1,2024
2024-02-11,sábado,outubro,1,2024
2024-02-12,sexta-feira,setembro,1,2024
2024-02-13,quarta-feira,outubro,1,2024
2024-02-14,domingo,outubro,1,2024
2024-02-15,quinta-feira,dezembro,1,2024
2024-02-16,sexta-feira,junho,1,2024
2024-02-17,terça-feira,abril,1,2024
2024-02-18,domingo,novembro,1,2024
2024-02-19,quinta-feira,fevereiro,1,2024
2024-02-20,domingo,julho,1,2024
2024-02-21,quinta-feira,dezembro,1,2024
2024-02-22,terça-feira,setembro,1,2024
2024-02-23,domingo,maio,1,2024
2024-02-24,segunda-feira,agosto,1,2024
2024-02-25,quarta-feira,abril,1,2024
2024-02-26,quarta-feira,setembro,1,2024
2024-02-27,segunda-feira,agosto,1,2024
2024-02-28,domingo,maio,1,2024
2024-03-01,segunda-feira,abril,1,2024
2024-03-02,domingo,janeiro,1,2024
2024-03-03,domingo,novembro,1,2024
2024-03-04,domingo,setembro,1,2024
2024-03-05,segunda-feira,novembro,1,2024
2024-03-06,terça-feira,outubro,1,2024
2024-03-07,domingo,outubro,1,2024
2024-03-08,segunda-feira,outubro,1,2024
2024-03-09,sábado,julho,1,2024
2024-03-10,domingo,setembro,1,2024
2024-03-11,sexta-feira,novembro,1,2024
2024-03-12,quinta-feira,agosto,1,2024
2024-03-13,segunda-feira,maio,1,2024
2024-03-14,segunda-feira,março,1,2024
2024-03-15,quarta-feira,junho,1,2024
2024-03-16,sábado,abril,1,2024
2024-03-17,quarta-feira,novembro,1,2024
2024-03-18,quarta-feira,novembro,1,2024
2024-03-19,domingo,março,1,2024
2024-03-20,quarta-feira,março,1,2024
2024-03-21,domingo,outubro,1,2024
2024-03-22,quinta-feira,agosto,1,2024
2024-03-23,sexta-feira,maio,1,2024
2024-03-24,terça-feira,abril,1,2024
2024-03-25,quinta-feira,outubro,1,2024
2024-03-26,segunda-feira,janeiro,1,2024
2024-03-27,quinta-feira,outubro,1,2024
2024-03-28,terça-feira,abril,1,2024
2024-04-01,terça-feira,setembro,2,2024
2024-04-02,sexta-feira,abril,2,2024
2024-04-03,segunda-feira,junho,2,2024
2024-04-04,quinta-feira,outubro,2,2024
2024-04-05,sábado,julho,2,2024
2024-04-06,terça-feira,março,2,2024
2024-04-07,domingo,fevereiro,2,2024
2024-04-08,quinta-feira,abril,2,2024
2024-04-09,segunda-feira,dezembro,2,2024
2024-04-10,quarta-feira,julho,2,2024
2024-04-11,terça-feira,maio,2,2024
2024-04-12,segunda-feira,novembro,2,2024
2024-04-13,sexta-feira,maio,2,2024
2024-04-14,sexta-feira,outubro,2,2024
2024-04-15,quarta-feira,outubro,2,2024
2024-04-16,sexta-feira,março,2,2024
2024-04-17,domingo,julho,2,2024
2024-04-18,quarta-feira,maio,2,2024
2024-04-19,segunda-feira,agosto,2,2024
2024-04-20,sábado,janeiro,2,2024
2024-04-21,segunda-feira,outubro,2,2024
2024-04-22,terça-feira,abril,2,2024
2024-04-23,terça-feira,agosto,2,2024
2024-04-24,terça-feira,abril,2,2024
2024-04-25,terça-feira,outubro,2,2024
2024-04-26,sexta-feira,julho,2,2024
2024-04-27,terça-feira,fevereiro,2,2024
2024-04-28,terça-feira,abril,2,2024
2024-05-01,segunda-feira,janeiro,2,2024
2024-05-02,sexta-feira,dezembro,2,2024
2024-05-03,domingo,setembro,2,2024
2024-05-04,terça-feira,agosto,2,2024
2024-05-05,sábado,agosto,2,2024
2024-05-06,quinta-feira,julho,2,2024
2024-05-07,sexta-feira,junho,2,2024
2024-05-08,domingo,outubro,2,2024
2024-05-09,terça-feira,novembro,2,2024
2024-05-10,sábado,maio,2,2024
2024-05-11,domingo,março,2,2024
2024-05-12,segunda-feira,dezembro,2,2024
2024-05-13,domingo,abril,2,2024
2024-05-14,domingo,maio,2,2024
2024-05-15,quarta-feira,abril,2,2024
2024-05-16,sábado,novembro,2,2024
2024-05-17,domingo,janeiro,2,2024
2024-05-18,quarta-feira,fevereiro,2,2024
2024-05-19,quarta-feira,outubro,2,2024
2024-05-20,quarta-feira,novembro,2,2024
2024-05-21,quarta-feira,setembro,2,2024
2024-05-22,sexta-feira,setembro,2,2024
2024-05-23,quarta-feira,abril,2,2024
2024-05-24,sexta-feira,outubro,2,2024
2024-05-25,domingo,dezembro,2,2024
2024-05-26,terça-feira,agosto,2,2024
2024-05-27,quarta-feira,março,2,2024
2024-05-28,quarta-feira,outubro,2,2024
2024-06-01,sexta-feira,janeiro,2,2024
2024-06-02,segunda-feira,setembro,2,2024
2024-06-03,domingo,maio,2,2024
2024-06-04,quinta-feira,outubro,2,2024
2024-06-05,segunda-feira,novembro,2,2024
2024-06-06,domingo,janeiro,2,2024
2024-06-07,domingo,março,2,2024
2024-06-08,sábado,abril,2,2024
2024-06-09,sexta-feira,maio,2,2024
2024-06-10,segunda-feira,julho,2,2024
2024-06-11,quarta-feira,setembro,2,2024
2024-06-12,quarta-feira,dezembro,2,2024
2024-06-13,quarta-feira,maio,2,2024
2024-06-14,segunda-feira,agosto,2,2024
2024-06-15,sexta-feira,julho,2,2024
2024-06-16,domingo,dezembro,2,2024
2024-06-17,sábado,maio,2,2024
2024-06-18,sábado,dezembro,2,2024
2024-06-19,quarta-feira,junho,2,2024
2024-06-20,segunda-feira,dezembro,2,2024
2024-06-21,quinta-feira,dezembro,2,2024
2024-06-22,sexta-feira,abril,2,2024
2024-06-23,sábado,novembro,2,2024
2024-06-24,quarta-feira,janeiro,2,2024
2024-06-25,sábado,janeiro,2,2024
2024-06-26,sábado,março,2,2024
2024-06-27,sábado,novembro,2,2024
2024-06-28,quarta-feira,maio,2,2024
2024-07-01,segunda-feira,outubro,3,2024
2024-07-02,segunda-feira,junho,3,2024
2024-07-03,terça-feira,julho,3,2024
2024-07-04,domingo,julho,3,2024
2024-07-05,sexta-feira,agosto,3,2024
2024-07-06,terça-feira,abril,3,2024
2024-07-07,terça-feira,março,3,2024
2024-07-08,quinta-feira,julho,3,2024
2024-07-09,quinta-feira,julho,3,2024
2024-07-10,sábado,março,3,2024
2024-07-11,quarta-feira,março,3,2024
2024-07-12,terça-feira,dezembro,3,2024
2024-07-13,segunda-feira,fevereiro,3,2024
2024-07-14,quinta-feira,outubro,3,2024
2024-07-15,sábado,julho,3,2024
2024-07-16,sexta-feira,agosto,3,2024
2024-07-17,sábado,outubro,3,2024
2024-07-18,quinta-feira,setembro,3,2024
2024-07-19,sexta-feira,setembro,3,2024
2024-07-20,quarta-feira,junho,3,2024
2024-07-21,sexta-feira,janeiro,3,2024
2024-07-22,sexta-feira,setembro,3,2024
2024-07-23,sexta-feira,março,3,2024
2024-07-24,segunda-feira,agosto,3,2024
2024-07-25,segunda-feira,novembro,3,2024
2024-07-26,sábado,agosto,3,2024
2024-07-27,quinta-feira,dezembro,3,2024
2024-07-28,quinta-feira,junho,3,2024
2024-08-01,terça-feira,março,3,2024
2024-08-02,quinta-feira,dezembro,3,2024
2024-08-03,domingo,novembro,3,2024
2024-08-04,segunda-feira,novembro,3,2024
2024-08-05,terça-feira,novembro,3,2024
2024-08-06,quarta-feira,fevereiro,3,2024
2024-08-07,quarta-feira,dezembro,3,2024
2024-08-08,domingo,setembro,3,2024
2024-08-09,quinta-feira,outubro,3,2024
2024-08-10,quinta-feira,outubro,3,2024
2024-08-11,quinta-feira,agosto,3,2024
2024-08-12,quinta-feira,janeiro,3,2024
2024-08-13,quarta-feira,setembro,3,2024
2024-08-14,segunda-feira,setembro,3,2024
2024-08-15,quarta-feira,fevereiro,3,2024
2024-08-16,segunda-feira,outubro,3,2024
2024-08-17,sábado,março,3,2024
2024-08-18,sábado,dezembro,3,2024
2024-08-19,quinta-feira,outubro,3,2024
2024-08-20,sexta-feira,janeiro,3,2024
2024-08-21,terça-feira,julho,3,2024
2024-08-22,quinta-feira,julho,3,2024
2024-08-23,domingo,agosto,3,2024
2024-08-24,sexta-feira,fevereiro,3,2024
2024-08-25,sábado,abril,3,2024
2024-08-26,terça-feira,setembro,3,2024
2024-08-27,quarta-feira,outubro,3,2024
2024-08-28,sábado,dezembro,3,2024
2024-09-01,terça-feira,julho,3,2024
2024-09-02,segunda-feira,setembro,3,2024
2024-09-03,sexta-feira,junho,3,2024
2024-09-04,quarta-feira,dezembro,3,2024
2024-09-05,sexta-feira,junho,3,2024
2024-09-06,quarta-feira,dezembro,3,2024
2024-09-07,segunda-feira,agosto,3,2024
2024-09-08,domingo,maio,3,2024
2024-09-09,sábado,julho,3,2024
2024-09-10,quinta-feira,janeiro,3,2024
2024-09-11,segunda-feira,julho,3,2024
2024-09-12,domingo,maio,3,2024
2024-09-13,sábado,março,3,2024
2024-09-14,sábado,fevereiro,3,2024
2024-09-15,quinta-feira,dezembro,3,2024
2024-09-16,terça-feira,abril,3,2024
2024-09-17,quinta-feira,dezembro,3,2024
2024-09-18,domingo,setembro,3,2024
2024-09-19,sexta-feira,agosto,3,2024
2024-09-20,quarta-feira,abril,3,2024
2024-09-21,segunda-feira,junho,3,2024
2024-09-22,segunda-feira,março,3,2024
2024-09-23,domingo,janeiro,3,2024
2024-09-24,domingo,janeiro,3,2024
2024-09-25,quinta-feira,janeiro,3,2024
2024-09-26,terça-feira,abril,3,2024
2024-09-27,terça-feira,maio,3,2024
2024-09-28,domingo,fevereiro,3,2024
2024-10-01,segunda-feira,novembro,4,2024
2024-10-02,terça-feira,dezembro,4,2024
2024-10-03,quarta-feira,setembro,4,2024
2024-10-04,quinta-feira,outubro,4,2024
2024-10-05,domingo,fevereiro,4,2024
2024-10-06,segunda-feira,dezembro,4,2024
2024-10-07,domingo,abril,4,2024
2024-10-08,terça-feira,novembro,4,2024
2024-10-09,sexta-feira,novembro,4,2024
2024-10-10,quarta-feira,novembro,4,2024
2024-10-11,sexta-feira,agosto,4,2024
2024-10-12,domingo,agosto,4,2024
2024-10-13,domingo,junho,4,2024
2024-10-14,sábado,janeiro,4,2024
2024-10-15,segunda-feira,janeiro,4,2024
2024-10-16,terça-feira,maio,4,2024
2024-10-17,quarta-feira,dezembro,4,2024
2024-10-18,quarta-feira,julho,4,2024
2024-10-19,terça-feira,abril,4,2024
2024-10-20,quinta-feira,novembro,4,2024
2024-10-21,terça-feira,outubro,4,2024
2024-10-22,quarta-feira,outubro,4,2024
2024-10-23,sábado,junho,4,2024
2024-10-24,sábado,agosto,4,2024
2024-10-25,sábado,junho,4,2024
2024-10-26,terça-feira,julho,4,2024
2024-10-27,sexta-feira,fevereiro,4,2024
2024-10-28,sábado,junho,4,2024
2024-11-01,quinta-feira,julho,4,2024
2024-11-02,sexta-feira,abril,4,2024
2024-11-03,sábado,outubro,4,2024
2024-11-04,quarta-feira,maio,4,2024
2024-11-05,quinta-feira,março,4,2024
2024-11-06,segunda-feira,agosto,4,2024
2024-11-07,sexta-feira,setembro,4,2024
2024-11-08,quarta-feira,dezembro,4,2024
2024-11-09,segunda-feira,março,4,2024
2024-11-10,domingo,dezembro,4,2024
2024-11-11,segunda-feira,março,4,2024
2024-11-12,terça-feira,abril,4,2024
2024-11-13,terça-feira,janeiro,4,2024
2024-11-14,sábado,março,4,2024
2024-11-15,quarta-feira,maio,4,2024
2024-11-16,quinta-feira,julho,4,2024
2024-11-17,terça-feira,setembro,4,2024
2024-11-18,quarta-feira,agosto,4,2024
2024-11-19,sexta-feira,maio,4,2024
2024-11-20,quarta-feira,novembro,4,2024
2024-11-21,segunda-feira,outubro,4,2024
2024-11-22,segunda-feira,setembro,4,2024
2024-11-23,terça-feira,maio,4,2024
2024-11-24,sexta-feira,outubro,4,2024
2024-11-25,domingo,setembro,4,2024
2024-11-26,quinta-feira,maio,4,2024
2024-11-27,segunda-feira,abril,4,2024
2024-11-28,sábado,março,4,2024
2024-12-01,domingo,fevereiro,4,2024
2024-12-02,quarta-feira,março,4,2024
2024-12-03,quinta-feira,outubro,4,2024
2024-12-04,quarta-feira,junho,4,2024
2024-12-05,terça-feira,fevereiro,4,2024
2024-12-06,domingo,maio,4,2024
2024-12-07,terça-feira,fevereiro,4,2024
2024-12-08,segunda-feira,junho,4,2024
2024-12-09,quarta-feira,janeiro,4,2024
2024-12-10,sábado,maio,4,2024
2024-12-11,domingo,junho,4,2024
2024-12-12,quarta-feira,julho,4,2024
2024-12-13,terça-feira,dezembro,4,2024
2024-12-14,quinta-feira,novembro,4,2024
2024-12-15,sexta-feira,janeiro,4,2024
2024-12-16,sexta-feira,abril,4,2024
2024-12-17,quinta-feira,agosto,4,2024
2024-12-18,domingo,abril,4,2024
2024-12-19,quarta-feira,agosto,4,2024
2024-12-20,sexta-feira,dezembro,4,2024
2024-12-21,quarta-feira,maio,4,2024
2024-12-22,terça-feira,março,4,2024
2024-12-23,segunda-feira,dezembro,4,2024
2024-12-24,quarta-feira,fevereiro,4,2024
2024-12-25,domingo,julho,4,2024
2024-12-26,sábado,setembro,4,2024
2024-12-27,sexta-feira,maio,4,2024
2024-12-28,quarta-feira,junho,4,2024
